Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
v bts,and bts,Nhà Sách Online,Women Clothes,Women Clothes,
thol,thol,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,Health & Beauty
ladi,ladi,Thời Trang Nữ,,Health & Beauty,
phuộc ohlin,Ohlin fork,Ô tô - xe máy - xe đạp,Automotive,Automotive,
mông to,big butt,Bách Hoá Online,Women Clothes,Grocery,
bao cát tập võ,punching bag,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,
phông nền đẹp,beautiful background,Máy ảnh - Máy quay phim,Home & Living,Home & Living,
áo khoác da nam,men's leather jacket,Thời Trang Nam,Men Clothes,Men Clothes,Men Clothes
tô màu blackpink,blackpink coloring,Nhà Cửa & Đời Sống,,Books,
pháo giấy,confetti,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
vượng khí,prosperity,Sức Khỏe & Sắc Đẹp,Health & Beauty,"Moms, Kids & Babies","Moms, Kids & Babies"
f95,f95,Nhà Cửa & Đời Sống,Consumer Electronics,Consumer Electronics,
uno reverse,uno reverse,Nhà Sách Online,Toys,,
xatamy,xatamy,Others,Women Shoes,,
adcbook,adcbook,Nhà Sách Online,Books,,
tàu hủ cô vang,tofu with yellow sauce,Nhà Cửa & Đời Sống,,Grocery,
ditme,ditme,Others,Health & Beauty,,
kindle paperwhite 5,kindle paperwhite 5,Điện Thoại & Phụ Kiện,Mobile & Accessories,,
bó hoa len,wool bouquet,Nhà Cửa & Đời Sống,Books,Kid's Fashion,
lưới inox,stainless steel mesh,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
áo thun trơn nam,men's plain t-shirt,Thời Trang Nữ,Men Clothes,Men Clothes,Men Clothes
rèm cửa sổ cuốn,roller blinds,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
da ky,leather,Sức Khỏe & Sắc Đẹp,,Toys,
củ hoa tulip,tulip bulb,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
vsmart joy 2+,vsmart joy 2+,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
nắp hố ga ngăn mùi,manhole cover odor prevention,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
đèn mặt trăng,moon lamp,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
đồng hồ replica,replica watch,Phụ Kiện Thời Trang,Consumer Electronics,Watches,
padora,padora,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,
adidas vn,adidas vn,Thời Trang Nam,,Health & Beauty,
bánh kem tặng mẹ,cake for mom,Bách Hóa Online,Home & Living,"Moms, Kids & Babies",
thanh gươm diệt quỷ 3,Demon Slayer 3,Nhà Sách Online,Books,Books,
bảng trắng viết bút lông,whiteboard marker,Nhà Sách Online,Books,Books,Books
dầu gội hairbust,hairbust shampoo,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
màu tóc nam đẹp,beautiful male hair color,Sức Khỏe & Sắc Đẹp,Health & Beauty,,
lược gỡ rối,detangling comb,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
kẹo cầu vồng,rainbow candy,Bách Hóa Online,Grocery,Grocery,
too cool for school,too cool for school,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
bbia 25,bbia 25,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
wintel,wintel,Điện Thoại & Phụ Kiện,,Computer & Laptop,
le go chima,go go chima,Others,Toys,,
kem chống nắng sun treatment,sun treatment,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
kem dưỡng babe,babe lotion,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
súng xịt khuẩn,spray gun,Sức Khỏe & Sắc Đẹp,,Home & Living,
giày thể thao cổ cao sneaker nam g28 cao cấp,high top sneakers men g28 premium,Giày Dép Nam,Men Shoes,Men Shoes,
cờ ca-rô,checkered flag,Nhà Sách Online,Toys,Toys,
tô màu among us,among us coloring,Ô tô - xe máy - xe đạp,Toys,Books,
may rua mat,face wash,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
dép louis vuitton,louis vuitton slippers,Giày Dép Nam,Men Shoes,Men Shoes,
quần sooc nam,men shorts,Thời Trang Nam,Men Clothes,Men Clothes,Men Clothes
nước hoa xe hơi cao cấp,high quality car perfume,Ô Tô,Automotive,Automotive,Automotive
remote máy lạnh,air conditioner remote,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,
dưa gang,melon,Bách Hóa Online,,Home & Living,
kính vạn hoa,Kaleidoscope,Đồ Chơi,Toys,Toys,Toys
giò bò,beef ham,Bách Hóa Online,Grocery,Grocery,
kiti,kiti,Túi Ví,Women Clothes,Women Clothes,
cung bọ cạp,Scorpio,Mẹ & Bé,Fashion Accessories,Fashion Accessories,
thuốc nhuận tràng,laxative,Sức Khỏe & Sắc Đẹp,Grocery,Health & Beauty,
nhuộm xanh đen,blue black,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
thanh gươm diệt quỷ nezuko,demon slayer nezuko,Nhà Sách Online,Books,Toys,
ghế mát xa toàn thân giá rẻ,cheap full body massage chair,Sức Khỏe & Sắc Đẹp,,Health & Beauty,
volcanic clay,volcanic clay,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
siberi,Siberian,Sức Khỏe & Sắc Đẹp,Health & Beauty,,Others
kéo tỉa cành,pruning shears,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
levents,levents,Thời Trang Nam,Women Clothes,Women Clothes,Men Clothes
cưa lọng,Jigsaw,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
đèn chiếu sáng,lighting,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
sofia,Sofia,Túi Ví,Women Shoes,Women Shoes,
romand 24,Romand 24,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
nước súc miệng,mouthwash,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
yoni,yoni,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
thuốc cai sữa,weaning medicine,Mẹ & Bé,"Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
gbox,gbox,Nhà Sách Online,,Automotive,
máy sủi oxy,oxygen generator,Chăm sóc thú cưng,Pet Supplies,Pet Supplies,Automotive
sơn gel,gel polish,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
tháp tài lộc,Tower of Wealth,Bách Hóa Online,Home & Living,Home & Living,
dirty coins shop,dirty coins shop,Thời Trang Nữ,Women Clothes,,
ảnh hero team,hero team photo,Nhà Sách Online,Books,Men Clothes,
kính mắt việt tín,Viet Tin glasses,Phụ Kiện Thời Trang,,Fashion Accessories,
các câu thả thính,flirting sentences,Others,,Sports & Outdoors,
học cách bán hàng online,learn how to sell online,Nhà Sách Online,Books,Books,
điện thoại nokia 1280,Nokia 1280 phone,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
loa bluetooth bass mạnh,Bluetooth speaker strong bass,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,Consumer Electronics
mền gối,blanket pillow,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
duong vật giả,dildo,Sức Khỏe & Sắc Đẹp,Fashion Accessories,Books,
siêu nhân đỏ,red superman,Thời Trang Trẻ Em,Toys,Toys,
trà sữa thái chatramue,Chatramue Thai Milk Tea,Bách Hóa Online,Grocery,Grocery,
cool mate,cool mate,Thời Trang Nam,Mobile & Accessories,,
gái vú,busty girl,Others,Kid's Fashion,,
lacdau,root,Thiết Bị Điện Tử,Fashion Accessories,,
phấ,powder,Sức Khỏe & Sắc Đẹp,,Health & Beauty,Health & Beauty
short sleeve,short sleeve,Thời Trang Nữ,Men Clothes,Women Clothes,
sách nhà giả kim,The Alchemist Book,Nhà Sách Online,Books,Books,Books
mồi câu cá rô phi,tilapia bait,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
trang trí trung thu,Mid-Autumn Festival decoration,Nhà Cửa & Đời Sống,Home & Living,,
dán xe vision,Vision car stickers,Ô tô - xe máy - xe đạp,Automotive,Automotive,
manga truyện tranh,manga comics,Nhà Sách Online,Books,,
2gether the series,2gether the series,Nhà Sách Online,Books,Books,
tasubaki,tasubaki,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
galaxy s7,galaxy s7,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
èm,yes,Nhà Cửa & Đời Sống,Automotive,,
màu sơn móng tay đẹp,beautiful nail polish colors,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
bánh đá,rock cake,Bách Hóa Online,Grocery,Grocery,
cúc tần ấn độ,Indian Chrysanthemum,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
kem dưỡng ẩm neutrogena,neutrogena moisturizer,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
truyện thanh gươm diệt quỷ,Demon Slayer,Nhà Sách Online,Books,Books,Books
spyxfamily,spyxfamily,Nhà Sách Online,Books,,
cá cánh buồm,sailfish,Chăm sóc thú cưng,,Health & Beauty,
mua sim viettel,buy sim viettel,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
banhang.shopee.vn,banhang.shopee.vn,Sức Khỏe & Sắc Đẹp,Fashion Accessories,,
cá linh kho mía,braised catfish with sugarcane,Bách Hóa Online,Grocery,Grocery,
arina,Arina,Thời Trang Nữ,Women Clothes,,
màn tuyn,curtain,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
balo đi học nữ cấp 3,High school girls backpack,Túi Ví,Bags,Bags,
khay úp chén inox,stainless steel dish tray,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
bibia 12,Bible 12,Sức Khỏe & Sắc Đẹp,,Health & Beauty,
kem nghệ miss white,Miss White Turmeric Cream,Sức Khỏe & Sắc Đẹp,Health & Beauty,,
sofa đơn,single sofa,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
bikini siêu mỏng,Super thin bikini,Thời Trang Nữ,Women Clothes,,
vinfast klara,vinfast klara,Ô tô - xe máy - xe đạp,Automotive,Automotive,
stud 100,stud 100,Others,Health & Beauty,Health & Beauty,Health & Beauty
vsmart joy 3,vsmart joy 3,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
ao dai cach tan,Ao Dai in Vietnam,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
blind box,blind box,Nhà Sách Online,Toys,Toys,
nệm bông ép,cotton mattress,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
áo parka,parka,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
su bạc,silver,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
sữa rửa mặt la roche posay 400ml,la roche posay facial cleanser 400ml,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
blackmore bổ trứng,blackmore egg supplement,Sức Khỏe & Sắc Đẹp,"Moms, Kids & Babies",Health & Beauty,
phía sau nghi can x,behind suspect x,Nhà Sách Online,Books,Books,Books
giá võng xếp,hammock price,Thể Thao & Du Lịch,Home & Living,Home & Living,
bài tập tiếng việt lớp 2,Vietnamese exercises grade 2,Nhà Sách Online,Books,Books,
nồi chiên không dầu sharp thái lan,Sharp Thai oil-free fryer,Thiết Bị Điện Gia Dụng,,Home Appliances,
hình xăm mặt quỷ,devil face tattoo,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,
w.dressroom,w.dressroom,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
cây mộc hương ta,Magnolia tree,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
loanlamcloset,loanlamcloset,Thời Trang Nữ,,Women Clothes,
loa vi tính công suất lớn,high power computer speakers,Thiết Bị Điện Tử,Consumer Electronics,Computer & Laptop,
xem tivi,watch tv,Thiết Bị Điện Tử,,Consumer Electronics,
dàn áo future 125,Future 125 fairing,Xe Máy,Automotive,Automotive,
quà tết giá rẻ,cheap tet gifts,Bách Hoá Online,Books,Home & Living,
airpod 3,airpod 3,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,
ru9,ru9,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
battlefield 5,battlefield 5,Thiết Bị Điện Tử,,Consumer Electronics,
nhẫn calvin klein,calvin klein ring,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,
ps4 cũ,old ps4,Thiết Bị Điện Tử,Consumer Electronics,Toys,
túi chườm nóng đau bụng kinh,hot compress for menstrual cramps,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
máy nước nóng ariston,Ariston water heater,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,
galaxy a71,galaxy a71,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
cảm xúc là kẻ thù số 1 của thành công,Emotions are the number one enemy of success.,Nhà Sách Online,Others,Others,
jack lane,jack lane,Thời Trang Nam,Men Clothes,Men Clothes,Men Clothes
bảng màu nail,nail color chart,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
tote bag,tote bag,Túi Ví,Bags,Bags,Bags
ghế massage,massage chair,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Automotive
atlat địa lí,atlas,Nhà Sách Online,Books,Books,
laneige vietnam,laneige vietnam,Sức Khỏe & Sắc Đẹp,Health & Beauty,,
hài hước một chút thế giới sẽ khác đi,a little humor the world will be different,Nhà Sách Online,Books,Books,Books
quần evisu,evisu pants,Thời Trang Nam,Men Clothes,Men Clothes,
tấm hắt sáng,reflector,Máy ảnh - Máy quay phim,Cameras,Cameras,Cameras
gun atp,gun atp,Điện Thoại & Phụ Kiện,Sports & Outdoors,Fashion Accessories,
lôi mễ,thunder,Nhà Sách Online,Books,Books,
bánh sinh nhật cho bé trai,birthday cake for boys,Bách Hoá Online,Home & Living,,
lego kiếm,lego sword,Thiết Bị Điện Gia Dụng,Toys,Toys,
maáy tính,computer,Nhà Sách Online,Health & Beauty,,
máy mát xa toàn thân,full body massager,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
dừa khô,desiccated coconut,Bách Hoá Online,Grocery,Grocery,
hạt sen tươi,fresh lotus seeds,Bách Hóa Online,Grocery,Grocery,
tay cầm xbox one,xbox one controller,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,
kỉito,century,Đồ Chơi,,Toys,
thê vi thượng,wife is king,Nhà Sách Online,Books,Books,Books
ảnh zenitsu,zenitsu photo,Nhà Sách Online,Home & Living,Home & Living,
trò chơi miễn phí,free games,Đồ Chơi,Toys,,
ền,temple,Sức Khỏe & Sắc Đẹp,Fashion Accessories,,
bánh tráng tây ninh giá rẻ,Cheap Tay Ninh rice paper,Bách Hóa Online,Grocery,Grocery,
mặt nạ đất sét vedette,vedette clay mask,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
may doc ma vach,barcode reader,Máy tính & Laptop,Computer & Laptop,Computer & Laptop,
cá viên chiên thập cẩm,mixed fried fish balls,Bách Hóa Online,,Grocery,
nồi cơm tách đường,rice cooker separates sugar,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,Home Appliances
con lân,unicorn,Đồ Chơi,Sports & Outdoors,Books,
áo man utd,man utd shirt,Thể Thao & Du Lịch,Men Clothes,Men Clothes,
vichi,vichi,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
sâm bổ kiện,ginseng tonic,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
hoa linh lan hồng,pink lily of the valley,Nhà Cửa & Đời Sống,Health & Beauty,,
muc in hp,hp printer ink,Thiết Bị Điện Tử,Computer & Laptop,Computer & Laptop,
giá hoa tulip,tulip price,Nhà Cửa & Đời Sống,,Home & Living,
áo quây ngang,strapless top,Thời Trang Nữ,Women Clothes,Women Clothes,
cơm chay,vegetarian rice,Bách Hóa Online,Grocery,Grocery,
áo from rộng,loose fitting shirt,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
mành tre trang trí,decorative bamboo blinds,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
quạt phun sương,mist fan,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,
bút thử điện âm tường,wall tester,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
bút chì màu,colored pencils,Nhà Sách Online,Books,Books,Books
đồng hồ gỗ treo tường,wooden wall clock,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
sachia,sachia,Ô tô - xe máy - xe đạp,Automotive,,
miếng dán trắng răng crest,crest teeth whitening strips,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
d3 k2 mk7,d3 k2 mk7,Mẹ & Bé,"Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
cemmery,cement,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
ab 2021,ab 2021,Ô tô - xe máy - xe đạp,Automotive,Automotive,
balo đựng quần áo,backpack,Thể Thao & Du Lịch,Bags,Bags,
cốm g brain,G brain rice,Mẹ & Bé,Health & Beauty,Women Clothes,
arrow,arrow,Ô tô - xe máy - xe đạp,Automotive,Toys,
phông nền,background,Máy ảnh - Máy quay phim,Cameras,Home & Living,
bộ luật tố tụng dân sự,Civil Procedure Code,Nhà Sách Online,Books,Books,
pin 18650,18650 battery,Thiết Bị Điện Gia Dụng,Home & Living,Home & Living,Home & Living
tủ giầy thông minh,smart shoe cabinet,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Women Shoes
tấm formex,formex sheet,Nhà Sách Online,Home & Living,Home & Living,
muỗng gỗ,wooden spoon,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
hoa sáp thơm,scented wax flower,Nhà Cửa & Đời Sống,Books,Books,
lịch vạn niên 2021,2021 perpetual calendar,Nhà Sách Online,Home & Living,Books,
dr thanh,Dr. Thanh,Bách Hóa Online,Grocery,Grocery,
vivo y17,vivo y17,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
bia sài gòn,Saigon beer,Bách Hoá Online,Grocery,Grocery,
may xay cafe,coffee grinder,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,
huzzle,Huzzle,Mẹ & Bé,Toys,Toys,Toys
ao dep,beautiful pond,Thời Trang Nữ,Women Clothes,Women Clothes,
kim taehyung,Kim Taehyung,Nhà Sách Online,Fashion Accessories,Men Clothes,
máy xay bột nước,wet grinder,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,
thảm lót sàn nhà,floor mats,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
đai bảo vệ đầu gối,knee brace,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,
oppo a92,oppo a92,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
đèn học,study lamp,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
áo lớp,class shirt,Thời Trang Nữ,Women Clothes,Women Clothes,
collagen hàn quốc,Korean collagen,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
rừng na uy,Norwegian Wood,Nhà Sách Online,Books,Books,Books
thuần mộc,pure wood,Others,,Health & Beauty,
thác khói trầm hương cao cấp,high quality agarwood smoke waterfall,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
