"Keyword","Category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"tinh dầu hoa anh thảo","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"tinh dầu hoa anh thảo","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"kinh doanh online","Nhà Sách Online","Books","Books",
"máy đọc sách","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"chân váy hoa nhí","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"cardina","Others","Women Clothes","Women Clothes",
"cardina","Others","Women Clothes","Women Clothes",
"cardina","Others","Women Clothes","Women Clothes",
"quần lót rung","Others","Women Clothes","Men Clothes",
"thẻ nhớ 32gb","Điện Thoại & Phụ Kiện","Cameras","Cameras","Cameras"
"scrubs bác sĩ","Thời Trang Nữ","Women Clothes","Women Clothes",
"phin","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"lều công chúa","Mẹ & Bé","Toys","Toys","Toys"
"gối cho trẻ sơ sinh","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"lightsaber","Mẹ & Bé","Toys","Toys",
"thichlammoc","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"bia ruby","Bách Hoá Online","Grocery","Grocery",
"nồi cơm điện cuckoo","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"usb 2tb","Thiết Bị Điện Tử","Computer & Laptop","Computer & Laptop",
"nạp","Others","Voucher & Service",,
"mua sắm online","Mẹ & Bé","Books","Women Clothes",
"tone diếp cá","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"cây cam ngọt của tôi","Nhà Sách Online","Books","Books","Books"
"son dưỡng dior","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"style up","Nhà Sách Online","Women Clothes",,
"callboy","Thời Trang Nam",,"Men Shoes",
"vitamin e đỏ nga","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"nút bịt tai chống ồn","Thể Thao & Du Lịch","Home & Living","Sports & Outdoors","Sports & Outdoors"
"tấm inox","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"khóa xe máy","Ô tô - xe máy - xe đạp","Automotive","Automotive",
"black","Others","Health & Beauty","Health & Beauty","Health & Beauty"
"giày hồng hạnh","Giày Dép Nữ","Women Shoes","Women Shoes",
"điều hoà di động","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"điều hoà di động","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"gối chống trào ngược babymoov","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"pin iphone 4s","Nhà Sách Online","Mobile & Accessories","Mobile & Accessories","Mobile & Accessories"
"máy hàn thiếc","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"vaseline 50x","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"vaseline 50x","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"canxi cho bà bầu","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"canxi cho bà bầu","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"shopee express","Thời Trang Nữ","Health & Beauty","Health & Beauty",
"mứt dừa","Bách Hóa Online","Grocery","Grocery","Grocery"
"humic usa","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"thuốc giảm cân slim","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"ảnh one piece","Nhà Sách Online","Books","Home & Living",
"ảnh one piece","Nhà Sách Online","Books","Home & Living",
"ảnh one piece","Nhà Sách Online","Books","Home & Living",
"viên uống đào thi","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"case mini itx","Thiết Bị Điện Tử","Computer & Laptop","Computer & Laptop",
"thuốc nhỏ mắt","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"serum centella","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"giày bata nam","Giày Dép Nam","Men Shoes","Men Shoes","Men Shoes"
"mì trộn indomie","Bách Hoá Online","Grocery","Grocery","Grocery"
"mì trộn indomie","Bách Hoá Online","Grocery","Grocery","Grocery"
"khoai lang mật","Bách Hoá Online","Grocery","Grocery","Grocery"
"mặt nạ thuỷ tinh","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"bàn ăn tròn","Nhà Cửa & Đời Sống","Home & Living",,
"máy pos bán hàng","Máy tính & Laptop","Computer & Laptop","Computer & Laptop",
"kẹo tuổi thơ","Bách Hóa Online","Grocery","Grocery","Grocery"
"trang trí lớp học tiểu học","Nhà Cửa & Đời Sống",,"Home & Living",
"sàn gỗ nhựa ngoài trời","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"kính che giọt bắn","Nhà Cửa & Đời Sống","Fashion Accessories","Fashion Accessories",
"mỳ lẩu thái","Bách Hoá Online","Grocery","Grocery","Grocery"
"giấy dán kính","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"giấy dán kính","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"pikapi","Điện Thoại & Phụ Kiện","Men Shoes","Men Clothes",
"toman","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"nail trắng","Sức Khỏe & Sắc Đẹp",,"Health & Beauty",
"nail trắng","Sức Khỏe & Sắc Đẹp",,"Health & Beauty",
"sạc pin 18650","Thiết Bị Điện Gia Dụng","Home & Living","Home & Living","Home & Living"
"cúc đại đoá","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"định vị gps","Điện Thoại & Phụ Kiện","Consumer Electronics","Automotive",
"ghế xếp inox","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"thảm tập yoga","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"thảm tập yoga","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"thảm tập yoga","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"thảm tập yoga","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"bloody a70","Thiết Bị Điện Tử","Computer & Laptop","Computer & Laptop","Computer & Laptop"
"giường thông minh","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"curcumin gold","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"curcumin gold","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"nước yến khánh hòa","Bách Hoá Online","Grocery","Grocery",
"nước yến khánh hòa","Bách Hoá Online","Grocery","Grocery",
"bánh sinh nhật cho bé gái","Bách Hóa Online","Home & Living","Home & Living",
"dạ dày khang","Sức Khỏe & Sắc Đẹp",,"Health & Beauty",
"rtx 2080","Thiết Bị Điện Tử","Computer & Laptop","Computer & Laptop",
"máy sấy lông chó","Chăm sóc thú cưng","Pet Supplies","Pet Supplies",
"thiên nhai khách","Nhà Sách Online","Home & Living","Home & Living","Books"
"watch store","Đồng Hồ",,"Watches",
"watch store","Đồng Hồ",,"Watches",
"kuroko tuyển thủ vô hình","Nhà Sách Online","Books","Toys",
"kuroko tuyển thủ vô hình","Nhà Sách Online","Books","Toys",
"dien thoai lg","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"điện thoại xách tay","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"xbox 360","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics","Consumer Electronics"
"dép yeezy","Giày Dép Nam","Men Shoes","Men Shoes","Men Shoes"
"chuồng chó inox","Chăm sóc thú cưng","Pet Supplies","Pet Supplies",
"nồi nấu cháo chậm","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"enat 400","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"kem b5 la roche posay","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"phượng nghịch thiên hạ","Nhà Sách Online","Others",,
"ketnoitieudung","Others","Home & Living",,
"bortox","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"keychron","Máy tính & Laptop","Computer & Laptop","Computer & Laptop",
"healthy","Bách Hóa Online","Grocery","Grocery",
"galaxy buds","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics","Consumer Electronics"
"paradox","Thời Trang Nam","Men Clothes","Men Clothes","Men Clothes"
"loa bluetooth xiaomi","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics","Consumer Electronics"
"xe đẩy du lịch gấp gọn","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"xe đẩy du lịch gấp gọn","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"sạc dự phòng cho laptop","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"sạc dự phòng cho laptop","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"iphone plus 6","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"giuong xep thong minh","Nhà Cửa & Đời Sống","Home & Living",,
"elipsport","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"vách ngăn tổ ong","Nhà Cửa & Đời Sống","Home & Living",,
"cách làm kem","Others","Health & Beauty",,
"các bước trang điểm","Others","Health & Beauty","Health & Beauty",
"ti vi cu","Thiết Bị Điện Gia Dụng","Home & Living",,
"máy lọc không khí xiaomi","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"vở bài tập toán lớp 4 tập 2","Nhà Sách Online","Books",,
"vở bài tập toán lớp 4 tập 2","Nhà Sách Online","Books",,
"nmn","Sức Khỏe & Sắc Đẹp",,"Mobile & Accessories",
"kem mắt skii mini","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"khẩu trang xiaomi purely","Sức Khỏe & Sắc Đẹp","Health & Beauty","Home & Living",
"samsung s22","Điện Thoại & Phụ Kiện",,"Mobile & Accessories",
"hu vang","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"xiaomi 10s","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"tetinol","Sức Khỏe & Sắc Đẹp","Health & Beauty",,
"cát.mèo","Chăm sóc thú cưng","Pet Supplies","Pet Supplies",
"cát.mèo","Chăm sóc thú cưng","Pet Supplies","Pet Supplies",
"cát.mèo","Chăm sóc thú cưng","Pet Supplies","Pet Supplies",
"hanako kun","Nhà Sách Online","Books","Books",
"bồn tắm nhựa","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"caro","Thời Trang Nữ","Women Clothes","Women Clothes",
"áo uncover","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"kem tan mỡ bụng","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"glucosamine úc","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"toàn chức cao thủ","Nhà Sách Online","Books","Books",
"toàn chức cao thủ","Nhà Sách Online","Books","Books",
"toàn chức cao thủ","Nhà Sách Online","Books","Books",
"samsung a14","Điện Thoại & Phụ Kiện","Mobile & Accessories",,
"samsung a14","Điện Thoại & Phụ Kiện","Mobile & Accessories",,
"lẩu hơi","Thiết Bị Điện Gia Dụng","Home & Living","Home Appliances",
"sìn sú ê đê","Nhà Cửa & Đời Sống","Health & Beauty",,
"giết con chim nhại","Nhà Sách Online","Books","Books","Books"
"oppo f9 pro","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"quat treo tường","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"quat treo tường","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"tranh vẽ","Nhà Cửa & Đời Sống","Home & Living","Books",
"truyện tranh hay","Nhà Sách Online","Books",,
"bodymist","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"dây đồng hồ dw","Đồng Hồ","Watches","Watches","Watches"
"ổ điện 3 chấu","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"nuôi con không phải cuộc chiến","Nhà Sách Online","Books","Books","Books"
"kẹo bắp","Bách Hóa Online","Grocery","Grocery",
"giấm táo bragg","Bách Hóa Online","Grocery","Grocery","Grocery"
"scrapbook","Nhà Sách Online","Books","Books",
"airpods","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics","Consumer Electronics"
"hộp màu acrylic","Nhà Sách Online","Books",,
"bể cá mini","Chăm sóc thú cưng","Pet Supplies","Pet Supplies","Pet Supplies"
"thịt bò","Bách Hoá Online","Grocery","Grocery",
"tượng phật thích ca","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"keycaps","Thiết Bị Điện Tử","Computer & Laptop","Computer & Laptop",
"xì dầu","Bách Hóa Online","Grocery","Grocery",
"thùng đá giữ nhiệt","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"máy sấy tóc panasonic","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"nón sơn chính hãng","Ô tô - xe máy - xe đạp","Automotive","Automotive","Automotive"
"nón sơn chính hãng","Ô tô - xe máy - xe đạp","Automotive","Automotive","Automotive"
"nón sơn chính hãng","Ô tô - xe máy - xe đạp","Automotive","Automotive","Automotive"
"son romand 23","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"giày bóng đá","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"tép cảnh","Chăm sóc thú cưng","Pet Supplies","Pet Supplies",
"niacinamide","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"bánh mì ngọt","Bách Hóa Online","Grocery","Grocery",
"cửa lưới chống muỗi","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"ghe xoay","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"geforce gt 730","Thiết Bị Điện Tử","Computer & Laptop",,
"ttxt","Nhà Sách Online","Kid's Fashion",,
"dây dù","Thể Thao & Du Lịch","Sports & Outdoors","Home & Living","Home & Living"
"hộp mica trong suốt","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"hộp mica trong suốt","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"sườn xám hiện đại","Thời Trang Nữ","Women Clothes","Women Clothes",
"bàn chải điện xiaomi","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"iphone 5s cũ","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"dung dịch tẩy rỉ sét","Ô Tô","Automotive","Automotive",
"màu nhuộm tóc nam","Sức Khỏe & Sắc Đẹp","Health & Beauty",,
"màu nhuộm tóc nam","Sức Khỏe & Sắc Đẹp","Health & Beauty",,
"bastian","Phụ Kiện Thời Trang","Home Appliances","Home Appliances",
"mặt nạ đất sét the cloud","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"vợt lining","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"gentella","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"bj md","Nhà Sách Online","Health & Beauty",,
"whit ening","Sức Khỏe & Sắc Đẹp",,"Health & Beauty",
"whit ening","Sức Khỏe & Sắc Đẹp",,"Health & Beauty",
"professor's pill","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"the nho 16g","Điện Thoại & Phụ Kiện","Cameras","Cameras",
"mâm k7","Ô tô - xe máy - xe đạp","Automotive","Automotive",
"y2","Others","Mobile & Accessories",,
"mua tạ tay","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"mua tạ tay","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"lực vương","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"giày anta","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"giày bóng đá sân cỏ nhân tạo","Others","Sports & Outdoors","Sports & Outdoors",
"voucher buffet","Voucher & Dịch vụ","Voucher & Service","Voucher & Service",
"son missha","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"túi giấy đựng thực phẩm","Nhà Cửa & Đời Sống","Home care","Home & Living",
"hình thanh gươm diệt quỷ","Nhà Sách Online","Books","Toys",
"pizza đông lạnh","Bách Hoá Online","Women Clothes","Grocery",
"cây phơi đồ thông minh","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"xịt mũi cá heo","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"ghế tình yêu","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"ghế tình yêu","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"triệt sắc","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"lann","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories",
"cây lau nhà lock and lock","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"máy tính bảng asus","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
